All	HP:0000001
Épiphyse du support de la phalange proximale du 5e doigt	HP:0009197
Partie d'extrémité en forme de support de l'os le plus interne du petit doigt	HP:0009197
Partie d'extrémité en forme de support de l'os le plus interne du petit doigt	HP:0009197
Partie d'extrémité en forme de support de l'os le plus interne du petit doigt	HP:0009197
Anomalie de l'épiphyse de la phalange distale du 5ème doigt	HP:0009198
Anomalie de la partie terminale de l'os le plus externe du petit doigt	HP:0009198
Anomalie de l'épiphyse de la phalange terminale du petit doigt	HP:0009198
Anomalie de la partie terminale de l'os le plus externe du petit doigt	HP:0009198
Anomalie de la partie terminale de l'os le plus externe du petit doigt	HP:0009198
Épiphyse irrégulière de la phalange proximale du 5e doigt	HP:0009199
Partie d'extrémité irrégulière de l'os du petit doigt le plus interne	HP:0009199
Partie d'extrémité irrégulière de l'os du petit doigt le plus interne	HP:0009199
Partie d'extrémité irrégulière de l'os du petit doigt le plus interne	HP:0009199
Pseudoépiphyse de la phalange proximale du 5e doigt	HP:0009200
Pointillé de l'épiphyse de la phalange proximale du 5ème doigt	HP:0009201
Calcifications mouchetées à l'extrémité de l'os le plus interne du petit doigt	HP:0009201
Calcifications mouchetées dans la partie terminale de l'os le plus interne du petit doigt	HP:0009201
Calcifications mouchetées dans la partie terminale de l'os le plus interne du petit doigt	HP:0009201
Fragmentation de l'épiphyse de la phalange proximale du 5ème doigt	HP:0009202
Fragmentation de la partie terminale de l'os le plus interne du petit doigt	HP:0009202
Fragmentation de la partie terminale de l'os le plus interne du petit doigt	HP:0009202
Fragmentation de la partie terminale de l'os le plus interne du petit doigt	HP:0009202
Épiphyse absente de la phalange moyenne du 5ème doigt	HP:0009203
Partie terminale absente de l'os médian du petit doigt	HP:0009203
Partie terminale absente de l'os médian du petit doigt	HP:0009203
Partie terminale absente de l'os médian du petit doigt	HP:0009203
Épiphyse de parenthèse de la phalange moyenne du 5ème doigt	HP:0009204
Partie d'extrémité en forme de support de l'os médian du petit doigt	HP:0009204
Partie d'extrémité en forme de support de l'os médian du petit doigt	HP:0009204
Partie d'extrémité en forme de support de l'os médian du petit doigt	HP:0009204
Épiphyse en forme de cône de la phalange moyenne du 5ème doigt	HP:0009205
Partie d'extrémité en forme de cône de l'os médian du petit doigt	HP:0009205
Partie terminale en forme de cône de l'os médian du petit doigt	HP:0009205
Partie terminale en forme de cône de l'os médian du petit doigt	HP:0009205
Épiphyse élargie de la phalange moyenne du 5e doigt	HP:0009206
Partie terminale élargie de l'os médian du petit doigt	HP:0009206
Partie terminale élargie de l'os médian du petit doigt	HP:0009206
Extrémité élargie de l'os médian du petit doigt	HP:0009206
Fragmentation de l'épiphyse de la phalange moyenne du 5ème doigt	HP:0009207
Fragmentation de la partie terminale de l'os médian du petit doigt	HP:0009207
Fragmentation de la partie terminale de l'os médian du petit doigt	HP:0009207
Fragmentation de la partie terminale de l'os médian du petit doigt	HP:0009207
Épiphyse irrégulière de la phalange moyenne du 5ème doigt	HP:0009208
Partie d'extrémité irrégulière de l'os médian du petit doigt	HP:0009208
Partie d'extrémité irrégulière de l'os médian du petit doigt	HP:0009208
Partie d'extrémité irrégulière de l'os médian du petit doigt	HP:0009208
Épiphyse ivoire de la phalange moyenne du 5ème doigt	HP:0009209
Augmentation de la densité osseuse de la partie terminale de l'os médian du petit doigt	HP:0009209
Augmentation de la densité osseuse de la partie terminale de l'os médian du petit doigt	HP:0009209
Augmentation de la densité osseuse de la partie terminale de l'os médian du petit doigt	HP:0009209
Pseudoépiphyse de la phalange moyenne du 5ème doigt	HP:0009210
Petite épiphyse de la phalange moyenne du 5ème doigt	HP:0009211
Petite partie terminale de l'os médian du petit doigt	HP:0009211
Petite partie d'extrémité de l'os médian du petit doigt	HP:0009211
Petite partie terminale de l'os médian du petit doigt	HP:0009211
Pointillé de l'épiphyse de la phalange moyenne du 5ème doigt	HP:0009212
Calcifications mouchetées dans la partie terminale de l'os médian du petit doigt	HP:0009212
Calcifications mouchetées dans la partie terminale de l'os médian du petit doigt	HP:0009212
Calcifications mouchetées dans la partie terminale de l'os médian du petit doigt	HP:0009212
Épiphyse triangulaire de la phalange moyenne du 5e doigt	HP:0009213
Partie d'extrémité triangulaire de l'os médian du petit doigt	HP:0009213
Épiphyse en forme de delta de la phalange moyenne du 5e doigt	HP:0009213
Partie d'extrémité triangulaire de l'os médian du petit doigt	HP:0009213
Partie d'extrémité triangulaire de l'os médian du petit doigt	HP:0009213
Épiphyse absente de la phalange moyenne du 4e doigt	HP:0009214
Partie terminale absente de l'os médian de l'annulaire	HP:0009214
Épiphyse du support de la phalange moyenne du 4e doigt	HP:0009215
Partie d'extrémité en forme de support de l'os médian de l'annulaire	HP:0009215
Épiphyse en forme de cône de la phalange moyenne du 4e doigt	HP:0009216
Partie d'extrémité en forme de cône de l'os médian de l'annulaire	HP:0009216
Épiphyse élargie de la phalange moyenne du 4e doigt	HP:0009217
Extrémité élargie de l'os médian de l'annulaire	HP:0009217
Fragmentation de l'épiphyse de la phalange moyenne du 4e doigt	HP:0009218
Fragmentation de la partie terminale de l'os médian de l'annulaire	HP:0009218
Épiphyse irrégulière de la phalange moyenne du 4e doigt	HP:0009219
Partie d'extrémité irrégulière de l'os médian de l'annulaire	HP:0009219
Épiphyse ivoire de la phalange moyenne du 4e doigt	HP:0009220
Augmentation de la densité osseuse de la partie terminale de l'os de l'annulaire moyen	HP:0009220
Pseudoépiphyse de la phalange moyenne du 4e doigt	HP:0009221
Petite épiphyse de la phalange moyenne du 4e doigt	HP:0009222
Petite partie terminale de l'os médian de l'annulaire	HP:0009222
Pointillé de l'épiphyse de la phalange moyenne du 4e doigt	HP:0009223
Calcifications mouchetées dans la partie terminale de l'os médian de l'annulaire	HP:0009223
Épiphyse triangulaire de la phalange moyenne du 4e doigt	HP:0009224
Épiphyse en forme de delta de la phalange moyenne du 4e doigt	HP:0009224
Partie d'extrémité triangulaire de l'os médian de l'annulaire	HP:0009224
Aplasie de la phalange proximale du 5e doigt	HP:0009225
Absent de l'os le plus interne du petit doigt	HP:0009225
Absent de l'os le plus interne du petit doigt	HP:0009225
Absent de l'os le plus interne du petit doigt	HP:0009225
Phalange proximale courte du 5e doigt	HP:0009226
Os de petit doigt le plus interne	HP:0009226
Hypoplasie / petite phalange proximale du 5e doigt	HP:0009226
Phalange proximale courte du cinquième doigt	HP:0009226
Os de l'auriculaire court le plus interne	HP:0009226
Os de petit doigt le plus profond du petit doigt	HP:0009226
Phalange proximale large du 5e doigt	HP:0009227
Os de petit doigt large le plus à l'intérieur	HP:0009227
Large phalange proximale du 5e doigt	HP:0009227
Os de doigt le plus profond du petit doigt	HP:0009227
Os de l'auriculaire large le plus interne	HP:0009227
Phalange proximale en forme de balle du 5e doigt	HP:0009228
Os de l'auriculaire le plus interne en forme de balle	HP:0009228
Os de doigt le plus profond en forme de balle	HP:0009228
Os du doigt le plus profond en forme de balle	HP:0009228
Phalange proximale incurvée du 5e doigt	HP:0009229
Os le plus interne incurvé du petit doigt	HP:0009229
Os le plus interne incurvé du petit doigt	HP:0009229
Os le plus interne incurvé du petit doigt	HP:0009229
Défauts ostéolytiques de la phalange proximale du 5e doigt	HP:0009230
Sclérose en plaques de la phalange proximale du 5e doigt	HP:0009231
Augmentation inégale de la densité osseuse dans l'os le plus interne du petit doigt	HP:0009231
Augmentation inégale de la densité osseuse dans l'os le plus interne du petit doigt	HP:0009231
Augmentation inégale de la densité osseuse dans l'os le plus interne du petit doigt	HP:0009231
Symphalangisme affectant la phalange proximale du 5e doigt	HP:0009232
Os le plus profond fusionné du petit doigt	HP:0009232
Os du petit doigt fusionné	HP:0009232
Os le plus profond fusionné du petit doigt	HP:0009232
Phalange proximale triangulaire du 5e doigt	HP:0009233
Os du doigt le plus interne de forme triangulaire	HP:0009233
Os de l'auriculaire le plus interne de forme triangulaire	HP:0009233
Os de doigt le plus profond de forme triangulaire	HP:0009233
Symphalangisme de la phalange proximale du 5e doigt avec le 5e métacarpien	HP:0009234
Os le plus interne fusionné du petit doigt avec le 5e os long de la main	HP:0009234
Os du petit doigt fusionné avec le 5e os long de la main	HP:0009234
Os le plus interne fusionné du petit doigt avec le 5e os long de la main	HP:0009234
Phalange proximale du 5e doigt de forme rhomboïde ou triangulaire	HP:0009236
Os le plus interne du petit doigt de forme rhomboïde ou triangulaire	HP:0009236
Os le plus interne de forme rhomboïde ou triangulaire du petit doigt	HP:0009236
Os le plus interne de forme rhomboïde ou triangulaire du petit doigt	HP:0009236
5e doigt court	HP:0009237
Petit petit doigt	HP:0009237
Brachydactylie du cinquième doigt	HP:0009237
Hypoplasique / petit 5ème doigt	HP:0009237
Hypoplasie / petit petit doigt	HP:0009237
Cinquième doigts courts	HP:0009237
Phalanges hypoplasiques du petit doigt	HP:0009237
Petit doigt court	HP:0009237
Petit petit doigt	HP:0009237
Phalanges courtes du petit doigt	HP:0009237
5e doigt court	HP:0009237
Cinquième doigt court	HP:0009237
Aplasie du 5ème doigt	HP:0009238
Doigt pinkie absent	HP:0009238
Doigt auriculaire absent	HP:0009238
Petit doigt absent	HP:0009238
Aplasie / hypoplasie de la phalange distale du 5e doigt	HP:0009239
Absent / petit os le plus externe du petit doigt	HP:0009239
Absent / petit os le plus externe du petit doigt	HP:0009239
Absent / petit os le plus externe du petit doigt	HP:0009239
Os externe du petit doigt absent / sous-développé	HP:0009239
Large phalange distale du 5e doigt	HP:0009240
Os de doigt large le plus externe	HP:0009240
Os de petit doigt large le plus externe	HP:0009240
Os de l'auriculaire large le plus externe	HP:0009240
Os de petit doigt large le plus externe	HP:0009240
Phalange distale en forme de balle du 5e doigt	HP:0009241
Os du doigt le plus externe en forme de balle	HP:0009241
Os de doigt le plus externe en forme de balle	HP:0009241
Os de l'auriculaire le plus externe en forme de balle	HP:0009241
Défauts ostéolytiques de la phalange distale du 5ème doigt	HP:0009242
Sclérose en plaques de la phalange distale du 5ème doigt	HP:0009243
Augmentation inégale de la densité osseuse dans l'os le plus externe du petit doigt	HP:0009243
Augmentation inégale de la densité osseuse dans l'os le plus externe du petit doigt	HP:0009243
Augmentation inégale de la densité osseuse dans l'os le plus externe du petit doigt	HP:0009243
Symphalangisme distal / moyen du 5e doigt	HP:0009244
Extrémité fusionnée et os du milieu du petit doigt	HP:0009244
Symphalangisme des phalanges distale et moyenne du 5ème doigt	HP:0009244
Symphalangisme de l'articulation interphalangienne distale du cinquième doigt	HP:0009244
Extrémité fusionnée et os du milieu du petit doigt	HP:0009244
Fusion des phalanges terminales et moyennes du 5ème doigt	HP:0009244
Extrémité fusionnée et os du milieu du petit doigt	HP:0009244
Symphalangisme des phalanges terminales et moyennes du 5ème doigt	HP:0009244
Phalange distale de forme triangulaire du 5e doigt	HP:0009245
Os du doigt le plus externe de forme triangulaire	HP:0009245
Os de l'auriculaire le plus externe de forme triangulaire	HP:0009245
Os de doigt de petit doigt de forme triangulaire externe	HP:0009245
Aplasie de la phalange distale du 5e doigt	HP:0009246
Os de l'auriculaire le plus externe absent	HP:0009246
Absent de l'os du petit doigt le plus externe	HP:0009246
Absent de l'os du petit doigt le plus externe	HP:0009246
Anomalie de l'épiphyse de la phalange moyenne du 4e doigt	HP:0009247
Anomalie de la partie terminale de l'os médian de l'annulaire	HP:0009247
Anomalie de l'épiphyse de la phalange proximale du 4e doigt	HP:0009248
Anomalie de la partie terminale de l'os le plus interne de l'annulaire	HP:0009248
Anomalie de l'épiphyse de la phalange distale du 4e doigt	HP:0009249
Anomalie de la partie terminale de l'os le plus externe de l'annulaire	HP:0009249
Absence d'épiphyse de la phalange distale du 4e doigt	HP:0009250
Partie terminale absente de l'os le plus externe de l'annulaire	HP:0009250
Épiphyse du support de la phalange distale du 4e doigt	HP:0009251
Partie d'extrémité en forme de support de l'os le plus externe de l'annulaire	HP:0009251
Épiphyse en forme de cône de la phalange distale du 4e doigt	HP:0009252
Partie d'extrémité en forme de cône de l'os le plus externe de l'annulaire	HP:0009252
Épiphyse élargie de la phalange distale du 4e doigt	HP:0009253
Extrémité élargie de l'os le plus externe de l'annulaire	HP:0009253
Fragmentation de l'épiphyse de la phalange distale du 4e doigt	HP:0009254
Fragmentation de la partie terminale de l'os le plus externe de l'annulaire	HP:0009254
Épiphyse irrégulière de la phalange distale du 4e doigt	HP:0009255
Partie d'extrémité irrégulière de l'os le plus externe de l'annulaire	HP:0009255
Épiphyse ivoire de la phalange distale du 4e doigt	HP:0009256
Augmentation de la densité osseuse de la partie terminale de l'os de l'annulaire le plus externe	HP:0009256
Pseudoépiphyse de la phalange distale du 4e doigt	HP:0009257
Petite épiphyse de la phalange distale du 4e doigt	HP:0009258
Petite extrémité de l'os le plus externe de l'annulaire	HP:0009258
Pointillé de l'épiphyse de la phalange distale du 4e doigt	HP:0009259
Calcifications mouchetées dans la partie terminale de l'os le plus externe de l'annulaire	HP:0009259
Épiphyse triangulaire de la phalange distale du 4e doigt	HP:0009260
Partie d'extrémité triangulaire de l'os le plus externe de l'annulaire	HP:0009260
Épiphyse en forme de delta de la phalange distale du 4e doigt	HP:0009260
Absence d'épiphyse de la phalange proximale du 4e doigt	HP:0009261
Partie terminale absente de l'os le plus interne de l'annulaire	HP:0009261
Épiphyse du support de la phalange proximale du 4e doigt	HP:0009262
Partie d'extrémité en forme de support de l'os le plus interne de l'annulaire	HP:0009262
Épiphyse proximale du support de l'annulaire	HP:0009262
