Tous	HP:0000001
Fragmentation de la partie terminale de l'os médian du 3e orteil	HP:0100150
Épiphyse irrégulière de la phalange moyenne du 3e orteil	HP:0100151
Partie d'extrémité irrégulière de l'os médian du 3e orteil	HP:0100151
Épiphyse ivoire de la phalange moyenne du 3e orteil	HP:0100152
Augmentation de la densité osseuse de la partie terminale de l'os médian du 3e orteil	HP:0100152
Pseudoépiphyse de la phalange moyenne du 3e orteil	HP:0100153
Petite épiphyse de la phalange moyenne du 3e orteil	HP:0100154
Petite partie terminale de l'os médian du 3e orteil	HP:0100154
Pointillé de l'épiphyse de la phalange moyenne du 3e orteil	HP:0100155
Calcifications mouchetées dans la partie terminale de l'os médian du 3e orteil	HP:0100155
Épiphyse triangulaire de la phalange moyenne du 3e orteil	HP:0100156
Partie d'extrémité triangulaire de l'os médian du 3e orteil	HP:0100156
Absence d'épiphyse de la phalange proximale du 3e orteil	HP:0100157
Partie terminale absente de l'os le plus interne du 3e orteil	HP:0100157
Épiphyse du support de la phalange proximale du 3e orteil	HP:0100158
Partie d'extrémité en forme de support de l'os le plus interne du 3e orteil	HP:0100158
Épiphyse en forme de cône de la phalange proximale du 3e orteil	HP:0100159
Partie d'extrémité en forme de cône de l'os le plus interne du 3e orteil	HP:0100159
Épiphyse élargie de la phalange proximale du 3e orteil	HP:0100160
Extrémité élargie de l'os le plus interne du 3e orteil	HP:0100160
Fragmentation de l'épiphyse de la phalange proximale du 3e orteil	HP:0100161
Fragmentation de la partie terminale de l'os le plus interne du 3e orteil	HP:0100161
Épiphyse irrégulière de la phalange proximale du 3e orteil	HP:0100162
Partie d'extrémité irrégulière de l'os le plus interne du 3e orteil	HP:0100162
Épiphyse ivoire de la phalange proximale du 3e orteil	HP:0100163
Augmentation de la densité osseuse de la partie terminale de l'os le plus interne du 3e orteil	HP:0100163
Pseudoépiphyse de la phalange proximale du 3e orteil	HP:0100164
Petite épiphyse de la phalange proximale du 3e orteil	HP:0100165
Petite partie de l'extrémité de l'os le plus interne du 3e orteil	HP:0100165
Pointillé de l'épiphyse de la phalange proximale du 3e orteil	HP:0100166
Calcifications mouchetées dans la partie terminale de l'os le plus interne du 3e orteil	HP:0100166
Épiphyse triangulaire de la phalange proximale du 3e orteil	HP:0100167
Partie d'extrémité triangulaire de l'os le plus interne du 3e orteil	HP:0100167
Épiphyses fragmentées	HP:0100168
Partie terminale fragmentée de l'os	HP:0100168
Absence d'épiphyse de la phalange distale du 4e orteil	HP:0100169
Partie terminale absente de l'os le plus externe du 4e orteil	HP:0100169
Épiphyse du support de la phalange distale du 4e orteil	HP:0100170
Partie d'extrémité en forme de support de l'os le plus externe du 4ème orteil	HP:0100170
Épiphyse en forme de cône de la phalange distale du 4e orteil	HP:0100171
Partie d'extrémité en forme de cône de l'os le plus externe du 4e orteil	HP:0100171
Épiphyse élargie de la phalange distale du 4e orteil	HP:0100172
Extrémité élargie de l'os le plus externe du 4e orteil	HP:0100172
Fragmentation de l'épiphyse de la phalange distale du 4e orteil	HP:0100173
Fragmentation de la partie terminale de l'os le plus externe du 4e orteil	HP:0100173
Épiphyse irrégulière de la phalange distale du 4e orteil	HP:0100174
Partie d'extrémité irrégulière de l'os le plus externe du 4e orteil	HP:0100174
Épiphyse ivoire de la phalange distale du 4e orteil	HP:0100175
Augmentation de la densité osseuse de la partie terminale de l'os le plus externe du 4ème orteil	HP:0100175
Pseudoépiphyse de la phalange distale du 4 orteil	HP:0100176
Petite épiphyse de la phalange distale du 4e orteil	HP:0100177
Petite extrémité de l'os le plus externe du 4e orteil	HP:0100177
Pointillé de l'épiphyse de la phalange distale du 4e orteil	HP:0100178
Calcifications mouchetées dans la partie terminale de l'os le plus externe du 4e orteil	HP:0100178
Épiphyse triangulaire de la phalange distale du 4e orteil	HP:0100179
Partie d'extrémité triangulaire de l'os le plus externe du 4e orteil	HP:0100179
Absence d'épiphyse de la phalange moyenne du 4e orteil	HP:0100180
Partie terminale absente de l'os médian du 4e orteil	HP:0100180
Épiphyse du support de la phalange médiane du 4e orteil	HP:0100181
Partie d'extrémité en forme de support de l'os médian du 4e orteil	HP:0100181
Épiphyse en forme de cône de la phalange médiane du 4e orteil	HP:0100182
Partie terminale en forme de cône de l'os médian du 4e orteil	HP:0100182
Épiphyse élargie de la phalange moyenne du 4e orteil	HP:0100183
Extrémité élargie de l'os médian du 4e orteil	HP:0100183
Fragmentation de l'épiphyse de la phalange moyenne du 4e orteil	HP:0100184
Fragmentation de la partie terminale de l'os médian du 4e orteil	HP:0100184
Épiphyse irrégulière de la phalange moyenne du 4e orteil	HP:0100185
Partie d'extrémité irrégulière de l'os médian du 4e orteil	HP:0100185
Épiphyse ivoire de la phalange moyenne du 4e orteil	HP:0100186
Augmentation de la densité osseuse de la partie terminale de l'os médian du 4e orteil	HP:0100186
Pseudoépiphyse de la phalange moyenne du 4 orteil	HP:0100187
Petite épiphyse de la phalange moyenne du 4e orteil	HP:0100188
Petite extrémité de l'os long moyen du 4e orteil	HP:0100188
Pointillé de l'épiphyse de la phalange moyenne du 4e orteil	HP:0100189
Calcifications mouchetées dans la partie terminale de l'os médian du 4e orteil	HP:0100189
Épiphyse triangulaire de la phalange moyenne du 4e orteil	HP:0100190
Partie d'extrémité triangulaire de l'os médian du 4e orteil	HP:0100190
Absence d'épiphyse de la phalange proximale du 4e orteil	HP:0100191
Partie terminale absente de l'os le plus interne du 4e orteil	HP:0100191
Épiphyse du support de la phalange proximale du 4e orteil	HP:0100192
Partie d'extrémité en forme de support de l'os le plus interne du 4e orteil	HP:0100192
Épiphyse en forme de cône de la phalange proximale du 4e orteil	HP:0100193
Partie d'extrémité en forme de cône de l'os le plus interne du 4e orteil	HP:0100193
Épiphyse élargie de la phalange proximale du 4e orteil	HP:0100194
Extrémité élargie de l'os le plus interne du 4e orteil	HP:0100194
Fragmentation de l'épiphyse de la phalange proximale du 4e orteil	HP:0100195
Fragmentation de la partie terminale de l'os le plus interne du 4e orteil	HP:0100195
Épiphyse irrégulière de la phalange proximale du 4e orteil	HP:0100196
Partie d'extrémité irrégulière de l'os le plus interne du 4e orteil	HP:0100196
Épiphyse ivoire de la phalange proximale du 4e orteil	HP:0100197
Augmentation de la densité osseuse de la partie terminale de l'os le plus interne du 4e orteil	HP:0100197
Pseudoépiphyse de la phalange proximale du 4 orteil	HP:0100198
Petite épiphyse de la phalange proximale du 4e orteil	HP:0100199
Petite partie de l'extrémité de l'os le plus interne du 4e orteil	HP:0100199
Pointillé de l'épiphyse de la phalange proximale du 4e orteil	HP:0100200
Calcifications mouchetées dans la partie terminale de l'os le plus interne du 4e orteil	HP:0100200
Épiphyse triangulaire de la phalange proximale du 4e orteil	HP:0100201
Partie d'extrémité triangulaire de l'os le plus interne du 4e orteil	HP:0100201
Absence d'épiphyse de la phalange distale du 5e orteil	HP:0100202
Partie terminale absente de l'os le plus externe du petit orteil	HP:0100202
Partie terminale absente de l'os le plus externe de l'orteil auriculaire	HP:0100202
Partie terminale absente de l'os le plus externe de l'orteil auriculaire	HP:0100202
Épiphyse du support de la phalange distale du 5e orteil	HP:0100203
Partie d'extrémité en forme de support de l'os le plus externe du petit orteil	HP:0100203
Partie d'extrémité en forme de support de l'os le plus externe de l'orteil auriculaire	HP:0100203
Partie d'extrémité en forme de support de l'os le plus externe de l'orteil auriculaire	HP:0100203
Épiphyse en forme de cône de la phalange distale du 5e orteil	HP:0100204
Partie d'extrémité en forme de cône de l'os le plus externe du petit doigt	HP:0100204
Partie d'extrémité en forme de cône de l'os le plus externe du petit orteil	HP:0100204
Partie d'extrémité en forme de cône de l'os le plus externe de l'orteil auriculaire	HP:0100204
Épiphyse élargie de la phalange distale du 5e orteil	HP:0100205
Extrémité élargie de l'os le plus externe du petit orteil	HP:0100205
Extrémité élargie de l'os le plus externe de l'orteil auriculaire	HP:0100205
Partie terminale élargie de l'os le plus externe de l'orteil auriculaire	HP:0100205
Fragmentation de l'épiphyse de la phalange distale du 5ème orteil	HP:0100206
Fragmentation de la partie terminale de l'os le plus externe du petit orteil	HP:0100206
Fragmentation de la partie terminale de l'os le plus externe de l'orteil auriculaire	HP:0100206
Fragmentation de la partie terminale de l'os le plus externe du petit doigt	HP:0100206
Épiphyse irrégulière de la phalange distale du 5e orteil	HP:0100207
Partie d'extrémité irrégulière de l'os le plus externe de l'orteil auriculaire	HP:0100207
Partie d'extrémité irrégulière de l'os le plus externe du petit orteil	HP:0100207
Partie d'extrémité irrégulière de l'os le plus externe de l'orteil auriculaire	HP:0100207
Épiphyse ivoire de la phalange distale du 5e orteil	HP:0100208
Augmentation de la densité osseuse de la partie terminale de l'os le plus externe de l'orteil auriculaire	HP:0100208
Augmentation de la densité osseuse de la partie terminale de l'os le plus externe du petit doigt	HP:0100208
Augmentation de la densité osseuse de la partie terminale de l'os le plus externe du petit orteil	HP:0100208
Pseudoépiphyse de la phalange distale du 5ème orteil	HP:0100209
Petite épiphyse de la phalange distale du 5e orteil	HP:0100210
Petite partie d'extrémité de l'os le plus externe de l'orteil auriculaire	HP:0100210
Petite partie d'extrémité de l'os le plus externe de l'orteil auriculaire	HP:0100210
Petite partie de l'extrémité de l'os le plus externe du petit orteil	HP:0100210
Pointillé de l'épiphyse de la phalange distale du 5ème orteil	HP:0100211
Calcifications mouchetées dans la partie terminale de l'os le plus externe du petit doigt	HP:0100211
Calcifications mouchetées dans la partie terminale de l'os le plus externe de l'orteil auriculaire	HP:0100211
Calcifications mouchetées dans la partie terminale de l'os le plus externe du petit orteil	HP:0100211
Épiphyse triangulaire de la phalange distale du 5e orteil	HP:0100212
Partie d'extrémité triangulaire de l'os le plus externe de l'orteil auriculaire	HP:0100212
Partie d'extrémité triangulaire de l'os le plus externe de l'orteil auriculaire	HP:0100212
Partie d'extrémité triangulaire de l'os le plus externe du petit orteil	HP:0100212
Absence d'épiphyse de la phalange moyenne du 5e orteil	HP:0100213
Partie terminale absente de l'os médian de l'orteil auriculaire	HP:0100213
Partie terminale absente de l'os médian de l'orteil auriculaire	HP:0100213
Partie terminale absente de l'os médian du petit orteil	HP:0100213
Épiphyse du support de la phalange médiane du 5e orteil	HP:0100214
Partie d'extrémité en forme de support de l'os médian du petit orteil	HP:0100214
Partie d'extrémité en forme de support de l'os médian de l'orteil auriculaire	HP:0100214
Partie d'extrémité en forme de support de l'os médian de l'orteil auriculaire	HP:0100214
Épiphyse en forme de cône de la phalange médiane du 5e orteil	HP:0100215
Partie d'extrémité en forme de cône de l'os médian de l'orteil auriculaire	HP:0100215
Partie d'extrémité en forme de cône de l'os médian de l'orteil auriculaire	HP:0100215
Partie terminale en forme de cône de l'os médian du petit orteil	HP:0100215
Épiphyse élargie de la phalange moyenne du 5e orteil	HP:0100216
Extrémité élargie de l'os médian de l'orteil auriculaire	HP:0100216
Extrémité élargie de l'os médian du petit orteil	HP:0100216
Extrémité élargie de l'os médian de l'orteil auriculaire	HP:0100216
Fragmentation de l'épiphyse de la phalange moyenne du 5e orteil	HP:0100217
Fragmentation de la partie terminale de l'os médian du petit orteil	HP:0100217
Fragmentation de la partie terminale de l'os médian de l'orteil auriculaire	HP:0100217
Fragmentation de la partie terminale de l'os médian du petit doigt	HP:0100217
Épiphyse irrégulière de la phalange moyenne du 5e orteil	HP:0100218
Partie d'extrémité irrégulière de l'os médian du petit orteil	HP:0100218
Partie d'extrémité irrégulière de l'os médian de l'orteil auriculaire	HP:0100218
Partie d'extrémité irrégulière de l'os médian de l'orteil auriculaire	HP:0100218
Épiphyse ivoire de la phalange moyenne du 5e orteil	HP:0100219
Augmentation de la densité osseuse de la partie terminale de l'os médian du petit orteil	HP:0100219
Augmentation de la densité osseuse de la partie terminale de l'os médian du petit doigt	HP:0100219
Augmentation de la densité osseuse de la partie terminale de l'os médian de l'orteil auriculaire	HP:0100219
Pseudoépiphyse de la phalange moyenne du 5ème orteil	HP:0100220
Petite épiphyse de la phalange moyenne du 5e orteil	HP:0100221
Petite extrémité de l'os médian de l'orteil auriculaire	HP:0100221
Petite partie terminale de l'os médian de l'orteil auriculaire	HP:0100221
Petite partie terminale de l'os médian du petit orteil	HP:0100221
Pointillé de l'épiphyse de la phalange moyenne du 5ème orteil	HP:0100222
Calcifications mouchetées dans la partie médiane de l'os le plus interne du petit doigt	HP:0100222
Calcifications mouchetées à l'extrémité de l'os le plus interne de l'orteil auriculaire	HP:0100222
Calcifications mouchetées dans la partie médiane de l'os le plus interne du petit orteil	HP:0100222
Épiphyse triangulaire de la phalange moyenne du 5e orteil	HP:0100223
Partie d'extrémité triangulaire de l'os médian de l'orteil auriculaire	HP:0100223
Partie d'extrémité triangulaire de l'os médian de l'orteil auriculaire	HP:0100223
Partie d'extrémité triangulaire de l'os médian du petit orteil	HP:0100223
Absence d'épiphyse de la phalange proximale du 5e orteil	HP:0100224
Partie terminale absente de l'os le plus interne du petit orteil	HP:0100224
Partie terminale absente de l'os le plus interne de l'orteil auriculaire	HP:0100224
Partie terminale absente de l'os le plus interne de l'orteil auriculaire	HP:0100224
Épiphyse du support de la phalange proximale du 5e orteil	HP:0100225
Partie d'extrémité en forme de support de l'os le plus interne de l'orteil auriculaire	HP:0100225
Partie d'extrémité en forme de support de l'os le plus interne de l'orteil auriculaire	HP:0100225
Partie d'extrémité en forme de support de l'os le plus interne du petit orteil	HP:0100225
Épiphyse en forme de cône de la phalange proximale du 5e orteil	HP:0100226
Partie d'extrémité en forme de cône de l'os le plus interne de l'orteil auriculaire	HP:0100226
Partie d'extrémité en forme de cône de l'os le plus interne du petit orteil	HP:0100226
Partie d'extrémité en forme de cône de l'os le plus interne du petit doigt	HP:0100226
Épiphyse élargie de la phalange proximale du 5e orteil	HP:0100227
Extrémité élargie de l'os le plus interne du petit orteil	HP:0100227
Extrémité élargie de l'os le plus interne de l'orteil auriculaire	HP:0100227
Extrémité élargie de l'os le plus interne de l'orteil auriculaire	HP:0100227
Fragmentation de l'épiphyse de la phalange proximale du 5ème orteil	HP:0100228
Fragmentation de la partie terminale de l'os le plus interne de l'orteil auriculaire	HP:0100228
Fragmentation de la partie terminale de l'os le plus interne du petit doigt	HP:0100228
Fragmentation de la partie terminale de l'os le plus interne du petit orteil	HP:0100228
Épiphyse irrégulière de la phalange proximale du 5e orteil	HP:0100229
